0.28858451,-0.13290514,-0.98311061,-0.99511208,-0.92352702,-0.56737807,0.85294738,0.81426278,-0.99994465,-0.99461218,STANDING
0.27841883,-0.12352019,-0.97530022,-0.99880719,-0.95768622,-0.55785126,0.84930787,0.82263681,-0.9999913,-0.99840537,STANDING
0.27965306,-0.11346169,-0.96718701,-0.99651994,-0.97746859,-0.55785126,0.84360895,0.83934417,-0.99996908,-0.9994695,STANDING
0.27917394,-0.12328257,-0.9834027,-0.99709947,-0.9893025,-0.57615889,0.84360895,0.83786929,-0.99997554,-0.99950371,STANDING
0.27662877,-0.11536185,-0.98081727,-0.99832113,-0.99044113,-0.56917385,0.84909512,0.83786929,-0.99999061,-0.99975659,STANDING
0.27719877,-0.10513725,-0.99048681,-0.9976274,-0.9955489,-0.56568389,0.84909512,0.84592156,-0.99998547,-0.99991738,STANDING
0.27945388,-0.11002215,-0.96718593,-0.99700268,-0.98311627,-0.56568389,0.85104022,0.83359122,-0.99998182,-0.99963389,STANDING
0.27743247,-0.12536043,-0.96672843,-0.99648525,-0.98298176,-0.57263824,0.85032778,0.83238324,-0.99997978,-0.99916364,STANDING
0.27729342,-0.12075082,-0.96124532,-0.99759576,-0.98437928,-0.56417505,0.85032778,0.83238324,-0.99998544,-0.99942598,STANDING
0.28058569,-0.10606516,-0.9727584,-0.99540462,-0.98564195,-0.55459369,0.84544241,0.83845531,-0.99996282,-0.99971795,STANDING
0.27688027,-0.10343832,-0.97307692,-0.99550927,-0.98517247,-0.55459369,0.84544241,0.83845531,-0.99996466,-0.99966654,STANDING
0.27622817,-0.10820234,-0.98721376,-0.99825127,-0.99318188,-0.57142214,0.85053227,0.84601343,-0.99999109,-0.99987904,STANDING
0.278457,-0.11273172,-0.98468004,-0.99907654,-0.99641031,-0.56970419,0.85206858,0.84601343,-0.9999963,-0.99991888,STANDING
0.27717497,-0.10675647,-0.99052638,-0.99921135,-0.99216753,-0.56935747,0.85203494,0.8463496,-0.9999967,-0.99988867,STANDING
0.29794572,-0.061668123,-0.8166986,-0.98895795,-0.8880146,-0.44846574,0.84866648,0.83820463,-0.99980374,-0.99119755,STANDING
0.27920345,-0.12208028,-0.97484812,-0.99709389,-0.98406535,-0.57093916,0.84866648,0.83820463,-0.99998138,-0.99936633,STANDING
0.27903836,-0.11684896,-0.98186562,-0.99721998,-0.98133604,-0.56349958,0.85257303,0.83839767,-0.99998225,-0.99951471,STANDING
